69.753,69.615
59.666,76.536
55.528,62.424
55.917,62.261
71.301,56.024
52.459,49.519
43.688,51.545
35.402,52.169
63.246,43.486
30.159,39.896
66.493,52.322
47.662,63.985
67.762,74.705
51.737,62.891
33.3,91.784
70.901,46.274
37.455,61.069
68.478,78.868
39.894,65.004
58.017,46.411
43.478,41.484
50.741,66.88
24.992,67.507
54.029,72.968
68.927,52.703
31.875,49.082
57.046,84.711
18.309,38.54
39.215,55.574
34.853,74.563
45.997,41.001
56.835,78.867
59.82,33.881
25.959,24.257
50.534,53.656
51.246,57.158
30.741,26.95
67.961,39.973
49.541,48.147
39.584,61.688
67.424,49.688
53.517,61.192
39.12,80.57
32.984,43.943
4.207,41.721
62.076,31.62
55.048,79.394
40.424,42.474
51.94,30.781
33.854,32.673
42.999,86.403
43.175,61.699
35.842,75.419
61.14,32.992
18.544,53.896
71.042,59.568
66.131,47.785
54.307,78.267
51.397,31.202
60.869,46.264
73.08,41.903
64.59,57.869
26.683,44.31
37.104,33.122
73.472,56.622
24.778,83.335
40.378,50.811
44.354,47.397
59.5,30.352
26.867,53.769
47.002,37.162
20.238,32.393
19.065,41.795
24.559,60.65
65.117,49.235
80.816,59.224
58.357,28.619
38.022,61.677
23.552,43.746
51.128,64.167
41.327,39.315
79.485,61.139
39.891,68.241
20.066,63.357
73.277,57.375
34.964,83.649
28.012,31.734
31.541,66.121
56.816,65.17
15.648,52.1
32.73,45.996
47.161,70.722
27.676,51.476
35.325,92.408
28.106,64.905
63.082,53.402
50.354,37.929
49.436,52.094
33.273,39.011
54.366,44.186
39.086,82.428
34.73,41.721
43.895,87.423
58.071,51.385
33.19,46.441
63.552,36.08
23.187,56.715
77.43,49.125
38.883,45.578
68.569,72.353
44.983,59.751
56.184,58.593
18.167,57.193
82.268,29.366
37.059,38.771
16.766,55.152
40.211,48.395
47.293,39.972
36.165,71.03
35.305,47.198
52.62,8.9619
43.909,34.441
48.884,70.971
57.879,63.272
50.4,80.905
49.345,61.343
22.349,47.081
54.897,42.89
47.904,62.068
49.749,38.237
74.881,68.429
36.688,54.148
39.373,77.191
53.263,72.091
61.804,32.365
17.517,55.823
31.452,78.032
27.56,56.804
39.023,39.48
42.404,68.506
37.975,58.77
67.356,42.328
13.353,41.35
48.959,69.156
50.353,35.924
0.16828,57.654
36.197,46.989
37.419,31.581
67.112,35.568
44.046,62.396
26.829,51.053
55.672,50.696
34.586,49.893
22.363,63.935
69.514,41.972
44.054,23.052
48.732,34.967
63.334,59.394
59.062,42.917
41.932,29.374
45.519,44.623
65.17,31.69
41.259,67.361
57.915,67.382
72.785,91.743
37.395,48.28
27.91,60.551
52.053,69.767
54.399,67.081
38.057,39.797
30.074,61.002
70.451,35.343
64.949,45.602
62.103,47.29
53.661,53.041
51.585,44.554
47.745,54.867
63.671,39.841
12.776,37.894
33.975,60.389
28.084,49.954
41.682,76.789
63.38,89.118
58.405,69.004
33.111,70.565
42.118,67.964
52.766,67.111
52.819,31.054
51.336,60.734
22.083,67.472
30.195,50.62
61.789,77.82
72.568,55.795
75.868,44.878
26.185,54.802
43.772,89.744
77.531,88.753
35.387,46.719
66.491,66.022
56.438,72.592
60.483,70.412
36.7,61.897
45.81,49.036
38.854,63.387
68.169,63.387
80.981,55.292
40.328,64.352
17.817,51.983
32.673,40.641
44.248,45.71
59.867,61.343
25.684,65.36
49.065,81.208
51.34,77.759
32.059,77.543
59.924,67.975
38.103,57.199
40.614,78.437
39.68,53.893
68.505,20.165
58.382,70.704
34.798,56.728
46.763,57.855
59.565,68.97
47.832,43.563
46.489,51.402
64.76,25.057
10.744,58.09
62.746,39.522
44.06,55.543
30.554,79.016
36.074,65.355
46.087,49.675
54.033,69.425
26.987,42.744
21.662,42.997
69.952,56.313
32.991,72.078
52.371,67.393
52.858,72.062
83.959,55.62
61.103,39.978
25.561,53.377
85.225,63.234
45.036,59.498
56.394,18.301
40.887,70.037
49.929,36.845
32.716,37.74
45.621,63.001
47.12,12.932
39.832,-12.141
63.012,-1.5914
50.321,17.033
38.964,30.867
37.879,34.445
66.362,26.586
52.338,-3.5808
31.704,7.1765
58.452,36.734
51.432,17.855
27.008,21.102
80.764,-16.547
43.217,30.255
69.434,13.134
57.01,-2.7222
32.224,-5.1735
8.1001,-2.24
60.075,-0.28253
37.771,11.962
36.813,2.5166
47.292,7.843
28.832,17.834
24.019,-12.497
64.329,29.08
28.3,3.7397
31.138,12.336
37.949,12.634
52.398,-31.173
37.485,-15.744
52.317,10.712
48.765,1.212
41.127,12.76
32.631,1.0597
40.71,12.958
53.059,-14.993
19.304,12.875
40.886,-4.943
60.623,7.4366
38.494,19.859
32.048,22.253
25.763,24.375
47.436,35.344
29.619,25.139
76.225,-4.0837
13.701,21.951
29.383,12.521
23.546,1.7006
69.618,-5.7031
47.909,-0.736
53.798,17.972
33.488,32.901
68.94,23.99
50.036,8.6154
31.391,35.63
39.233,17.046
28.324,2.4607
56.464,10.947
43.42,-14.628
67.823,-4.6791
44.231,37.541
47.337,34.68
25.213,-1.1503
42.811,26.151
35.159,9.9726
14.265,16.247
56.748,-13.697
62.848,-11.469
51.786,37.537
51.289,31.045
31.794,1.0747
47.937,-17.226
47.402,28.542
47.896,16.389
55.061,20.375
33.052,-1.3658
40.904,29.352
73.388,9.3918
51.424,-16.301
60.829,19.375
32.669,24.226
63.431,20.786
27.843,21.469
27.976,-28.042
70.869,23.356
31.111,26.403
33.876,-10.438
67.038,-11.779
33.289,16.626
56.251,-0.24958
60.401,18.639
59.552,41.42
24.363,17.044
24.346,-5.3432
62.941,15.491
39.512,21.148
50.978,2.0435
34.488,26.504
41.308,12.962
42.776,10.52
19.065,-20.782
32.938,13.024
37.102,-7.8294
50.02,12.639
27.071,11.476
68.518,-4.554
40.639,10.081
56.58,10.422
40.625,-3.8883
35.518,35.687
23.029,2.3533
50.513,-0.75527
58.559,18.278
41.318,28.19
-6.0898,-12.772
29.218,12.824
5.4736,44.56
49.539,11.704
57.837,20.458
21.864,15.284
51.123,25.779
68.941,21.517
38.72,-7.2587
52.615,9.5103
25.924,2.9025
17.387,-1.6548
49.221,5.7858
49.435,-12.086
68.788,21.392
48.644,7.0147
39.833,15.069
59.832,16.6
56.959,-9.6844
44.893,38.171
27.017,10.261
79.325,31.837
39.573,16.499
40.908,6.6462
42.353,14.875
39.428,-6.7315
69.146,-8.6317
55.648,-2.2244
37.045,13.082
35.975,28.182
32.655,9.4438
32.329,8.554
51.868,16.869
52.741,42.99
40.835,18.471
51.507,20.292
70.594,16.04
41.801,-13.92
65.414,14.03
33.235,7.9878
43.479,-6.4588
60.753,11.321
53.777,18.472
42.101,5.5592
51.872,7.0504
48.494,-21.548
27.313,20.423
50.279,14.88
54.881,38.933
57.853,27.32
39.226,-7.355
41.217,1.4458
47.17,-5.104
21.152,-3.4436
44.988,20.695
51.644,1.5233
39.732,33.197
35.281,13.388
50.829,3.9064
25.105,3.036
39.29,9.2166
41.869,8.6994
45.701,25.836
39.486,5.6378
39.551,14.116
35.053,10.871
36.95,24.612
81.853,7.1622
30.413,3.3414
40.785,19.453
57.453,0.54
43.615,5.7061
78.78,23.563
50.788,-13.664
-3.7857,-3.8672
49.008,6.1722
51.808,22.255
4.6984,17.549
31.178,8.7261
26.576,21.58
35.838,19.163
56.549,23.996
41.072,17.945
61.102,-3.0535
39.297,1.2243
